Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(a) a group that has more than 3 anglers, or",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,(b) more than one group of anglers.,13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,(2) It is a condition of an angling guide licence and of an assistant angling guide licence that the angling guide or assistant angling guide not accompany or assist a non-resident or non-resident alien angling on classified waters unless,13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(a) the non-resident or non-resident alien is included in the angler day quota of an angling guide, or",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(3) If a regional manager issues an angling guide licence to an angling guide who holds angler day quota for a classified water, the regional manager may attach conditions to the angling guide licence in respect of the classified water that",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"the angling guide may guide for fish,",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(b) limit the species for which the angling guide may guide for fish, and",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(c) require, in addition to the requirements of subsection (1) (b) (ii), that the angling guide report",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,"(i)  the size and sex of fish caught by the angling guide's guided classified water anglers, and",13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Conditions of licence,(ii)  the name and classified waters angling licence number of each guided classified water angler who has taken fish from the classified water.,13,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Requirement to report,"13.1
		  Without limiting section 13 (1) (b), an angling guide who is authorized under the Act to guide for fish in a classified water must submit a report described in that section to the regional manager within 30 days after receiving a notice from the regional manager requesting the report.",13.1,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Sale of fish prohibited,"14
		  (1) No person shall sell, barter or attempt to sell or barter fish caught by angling in the non-tidal waters of the Province.",14,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Sale of fish prohibited,(2) Subsection (1) does not apply to a person who is the operator of premises licensed under the Fisheries Act to culture fish if it is those fish that are to be sold or bartered.,14,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Fish roe,15		  (1) No person shall possess salmon roe or trout roe in an amount greater than 1 kg unless,15,1
Angling and Scientific Collection Regulation,Provincial,Regulation,Fish roe,"(b) the person also has in the person's lawful possession fresh dressed salmon or trout, as the case may be, that was capable at the time it was caught of providing a quantity of roe exceeding 1 kg.",15,1
Angling and Scientific Collection Regulation,Provincial,Regulation,Dressing or packing of fish,"16
		  (1) No person shall dress or pack a fish caught by angling in the non-tidal waters of the Province in a manner that obscures the means of identifying the species, number or size of fish caught.",16,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Dressing or packing of fish,(2) Subsection (1) does not apply to the dressing or packing of fish,16,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Catch record,"17
		  A person who catches and retains any of the following fish shall immediately record, in ink, in the space provided on the back of the basic angling licence, the year, month, day and region in which the fish was caught:",17,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Catch record,(b) a rainbow trout that measures more than 50 cm from the tip of the nose to the fork of the tail from Kootenay Lake east of a line between fishing boundary signs on opposite shores at Balfour Point and Proctor Lighthouse;,17,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Catch record,(d) an adult chinook salmon from the non-tidal waters of the Province;,17,1
Angling and Scientific Collection Regulation,Provincial,Regulation,Collecting permit,(b) collects fish for scientific purposes,18,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Collecting permit,"(2) A holder of a permit under this section is exempt from the Act and the regulations under the Act, except this section, while acting in accordance with the permit to take fish on any water in the Province and in any manner authorized by the permit provided that the permit holder complies with each term and condition of the permit.",18,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Collecting permit,(3) The fee for a permit to collect fish for scientific purposes is $25.,18,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Collecting permit,"(4) Despite subsection (3), no fee is payable for a permit issued to a person under this section authorizing the person to collect fish for non-profit scientific research purposes.",18,2
Angling and Scientific Collection Regulation,Provincial,Regulation,Offences,"(a) to angle on waters during periods specified for those waters in column 4 of Schedule A unless the person has in force all licences and permits required by the Act or regulations under that Act to fish those waters,",19,2
